"","control_1","control_2","control_3","IDD_1","IDD_2","IDD_3"
"ENSG00000236814",8,5,14,5,8,6
"ENSG00000008988",9816,9277,11172,10671,13982,11892
"ENSG00000253603",1,0,1,0,2,1
"ENSG00000248578",1,1,0,0,0,1
"ENSG00000172680",0,0,0,0,1,0
"ENSG00000181690",548,534,446,590,642,426
"ENSG00000170791",375,404,488,328,543,431
"ENSG00000272343",2,5,4,2,4,1
"ENSG00000170786",0,0,0,0,4,0
"ENSG00000181195",243,267,375,96,823,113
"ENSG00000254254",705,672,513,700,273,487
"ENSG00000253541",8,11,12,14,10,8
"ENSG00000246430",1681,1633,1665,831,590,735
"ENSG00000253139",33,44,32,58,14,34
"ENSG00000241431",0,1,0,0,0,0
"ENSG00000254055",0,0,0,0,1,0
"ENSG00000104331",7802,7259,7567,5073,6438,6104
"ENSG00000287301",0,1,0,0,4,3
"ENSG00000253821",1,0,0,0,2,1
"ENSG00000253322",0,0,0,0,3,0
"ENSG00000254139",6,11,15,3,16,9
"ENSG00000205293",8,5,5,4,13,3
"ENSG00000253376",1,4,5,2,3,1
"ENSG00000169122",1269,1171,1181,927,720,663
"ENSG00000253523",49,48,38,39,18,23
"ENSG00000253116",148,139,105,105,34,67
"ENSG00000242595",66,94,50,46,24,34
"ENSG00000288041",1,0,0,0,0,0
"ENSG00000253281",1,0,0,0,0,0
"ENSG00000215114",849,741,790,963,1332,1140
"ENSG00000250031",15,24,13,29,26,27
"ENSG00000167910",3,2,1,0,2,2
"ENSG00000137575",7041,6323,6946,5936,7795,7206
"ENSG00000035681",2096,2015,2177,2123,2351,2549
"ENSG00000242970",7,7,6,7,10,11
"ENSG00000198846",253,285,282,166,208,101
"ENSG00000201231",6,3,0,5,4,1
"ENSG00000254048",8,15,8,12,7,5
"ENSG00000167912",33,41,33,20,27,12
"ENSG00000178538",3,3,8,3,10,1
"ENSG00000251396",29,29,40,47,37,27
"ENSG00000226301",0,0,0,2,1,1
"ENSG00000104388",5342,5114,5398,3924,5568,5219
"ENSG00000255321",6,14,17,26,17,21
"ENSG00000228862",4,0,2,0,1,0
"ENSG00000171316",507,562,458,802,689,744
"ENSG00000254432",8,15,6,11,12,10
"ENSG00000287975",0,0,0,4,1,0
"ENSG00000255397",0,0,3,0,0,2
"ENSG00000177182",3,10,5,12,3,2
"ENSG00000213881",2,11,17,2,9,7
"ENSG00000253711",0,0,1,0,0,0
"ENSG00000198363",20283,19368,20472,15540,25423,18270
"ENSG00000254285",12,10,20,10,13,10
"ENSG00000222898",52,39,32,47,66,58
"ENSG00000264408",0,0,1,1,1,0
"ENSG00000251127",5,4,2,0,5,4
"ENSG00000254119",1,0,0,2,3,2
"ENSG00000253789",0,1,3,0,0,3
"ENSG00000237810",0,0,0,0,1,1
"ENSG00000285971",0,0,0,0,1,4
"ENSG00000185942",7,12,8,8,25,31
"ENSG00000254050",0,0,0,1,0,0
"ENSG00000253975",0,0,2,0,2,2
"ENSG00000287105",2,0,0,1,2,1
"ENSG00000253517",0,0,0,0,1,0
"ENSG00000137563",583,545,637,171,451,365
"ENSG00000253121",1,0,0,0,0,0
"ENSG00000137561",8,0,5,27,4,22
"ENSG00000270673",8,5,5,2,7,3
"ENSG00000185728",3274,3098,3175,3647,4161,3752
"ENSG00000261542",31,38,25,40,17,31
"ENSG00000241964",1,0,0,1,0,0
"ENSG00000253205",0,0,3,0,0,0
"ENSG00000253894",0,0,1,0,0,0
"ENSG00000253554",0,0,0,1,0,0
"ENSG00000253800",1,5,3,0,0,0
"ENSG00000254102",24,20,29,9,4,7
"ENSG00000180828",4,18,17,8,8,9
"ENSG00000172817",3740,3335,2781,2178,1970,1561
"ENSG00000254330",139,141,94,95,105,73
"ENSG00000287998",28,21,14,21,24,11
"ENSG00000254006",1,2,3,7,5,2
"ENSG00000280725",1,0,0,0,0,0
"ENSG00000272010",9,8,9,26,19,10
"ENSG00000200714",2,6,4,20,5,12
"ENSG00000104442",1248,1187,1307,1113,1366,1506
"ENSG00000066855",687,640,691,617,666,896
"ENSG00000205268",876,765,769,611,552,622
"ENSG00000272192",2,3,2,1,2,1
"ENSG00000147570",0,2,0,0,2,2
"ENSG00000253190",9,12,24,2,10,2
"ENSG00000147573",9,19,23,0,4,7
"ENSG00000147571",0,2,0,2,0,0
"ENSG00000287127",6,7,10,10,5,3
"ENSG00000246145",11,17,9,19,16,12
"ENSG00000179041",125,118,168,102,166,230
"ENSG00000285655",1,0,0,0,0,2
"ENSG00000285791",11,22,5,2,20,7
"ENSG00000147576",49,54,57,64,76,55
"ENSG00000253623",3,0,0,1,0,0
"ENSG00000169085",13,15,12,8,19,10
"ENSG00000185697",2659,2679,2349,805,1197,2626
"ENSG00000175073",2776,2694,2570,3421,4020,3438
"ENSG00000201365",0,1,1,3,5,7
"ENSG00000288596",138,127,118,210,183,150
"ENSG00000288602",2,1,6,7,5,1
"ENSG00000104205",142,125,121,167,228,214
"ENSG00000213005",2,0,2,6,2,3
"ENSG00000178460",74,41,48,83,64,68
"ENSG00000245910",941,810,954,941,1088,1082
"ENSG00000261787",2,1,0,1,0,4
"ENSG00000178125",10,2,16,13,7,12
"ENSG00000253223",3,4,2,14,2,7
"ENSG00000121022",888,859,999,797,1114,1102
"ENSG00000104218",811,818,734,1006,974,1035
"ENSG00000252637",4,2,8,5,7,2
"ENSG00000250869",14,14,14,41,21,31
"ENSG00000066777",3573,3474,3273,3665,3683,3640
"ENSG00000287214",27,24,19,32,22,24
"ENSG00000271966",2,3,4,4,15,6
"ENSG00000165078",16,8,7,9,1,4
"ENSG00000254253",0,0,1,1,0,0
"ENSG00000255130",5,3,1,2,0,0
"ENSG00000046889",981,966,814,3628,1996,1236
"ENSG00000255206",5,5,2,11,5,0
"ENSG00000254051",9,0,1,10,10,4
"ENSG00000252210",0,2,2,10,6,7
"ENSG00000253964",0,0,0,0,0,1
"ENSG00000248801",27,12,11,14,10,21
"ENSG00000165084",544,466,480,357,201,389
"ENSG00000236191",5,9,7,5,0,3
"ENSG00000239184",2,1,5,2,0,1
"ENSG00000254337",9,11,10,1,7,0
"ENSG00000253658",15,9,19,3,8,11
"ENSG00000254332",10,11,16,8,2,14
"ENSG00000253373",1,3,0,0,0,0
"ENSG00000253479",3,1,4,3,1,5
"ENSG00000253216",0,0,0,2,0,1
"ENSG00000137573",89162,85304,90061,27991,19442,39259
"ENSG00000137571",41,36,26,13,4,20
"ENSG00000271113",0,2,0,0,0,1
"ENSG00000247570",0,2,0,0,0,0
"ENSG00000253173",2,0,1,1,0,2
"ENSG00000140396",1629,1804,1616,2110,2391,2188
"ENSG00000213003",19,13,9,19,18,10
"ENSG00000207036",1,4,5,3,0,1
"ENSG00000253967",20,16,17,8,2,0
"ENSG00000067167",32440,28066,30682,31071,42817,31697
"ENSG00000246366",17,20,19,58,28,38
"ENSG00000147592",410,366,430,631,634,648
"ENSG00000243532",0,2,0,4,0,1
"ENSG00000221947",9,14,7,13,22,38
"ENSG00000285579",1,0,0,0,0,2
"ENSG00000223220",0,0,0,1,0,2
"ENSG00000254031",0,0,0,0,1,3
"ENSG00000104313",2,2,1,15,16,18
"ENSG00000235531",904,825,766,266,63,221
"ENSG00000178860",438,504,537,61,38,66
"ENSG00000241942",15,23,15,7,5,6
"ENSG00000104321",451,359,252,79,15,75
"ENSG00000253317",14,5,5,10,0,1
"ENSG00000250979",2,5,6,12,3,7
"ENSG00000147601",764,709,674,744,844,803
"ENSG00000222488",2,0,4,2,5,2
"ENSG00000272254",4,5,4,20,10,16
"ENSG00000253636",46,31,27,72,26,36
"ENSG00000164764",183,169,192,259,142,142
"ENSG00000237061",2,3,4,2,0,0
"ENSG00000253564",1,0,0,0,0,0
"ENSG00000274443",3,3,3,7,13,3
"ENSG00000254213",2,0,1,2,0,0
"ENSG00000147604",12552,12307,14030,15135,18627,17967
"ENSG00000121039",2347,2136,2318,2625,3423,2332
"ENSG00000250295",164,107,78,354,306,256
"ENSG00000253235",2,1,1,0,0,1
"ENSG00000253339",2,1,1,0,1,0
"ENSG00000253302",5,11,4,15,1,9
"ENSG00000040341",978,930,1008,1012,890,919
"ENSG00000254273",11,6,2,11,2,6
"ENSG00000254105",1,1,1,1,0,0
"ENSG00000254538",14,12,16,39,10,20
"ENSG00000104343",1476,1207,1323,1015,1148,1079
"ENSG00000253273",4,8,3,13,2,7
"ENSG00000272469",5,0,2,5,0,5
"ENSG00000286113",2,4,0,10,3,3
"ENSG00000251633",1,0,0,0,0,0
"ENSG00000154582",1133,1098,1313,751,1009,1055
"ENSG00000175606",293,247,339,227,383,386
"ENSG00000253833",2,2,2,10,2,4
"ENSG00000154589",392,370,416,365,649,388
"ENSG00000212348",0,0,1,2,0,3
"ENSG00000254288",8,5,1,4,8,3
"ENSG00000240047",0,1,1,12,0,2
"ENSG00000212485",1,0,0,0,1,0
"ENSG00000253983",0,0,1,1,1,0
"ENSG00000253115",0,1,0,1,3,0
"ENSG00000104369",19,14,24,13,23,10
"ENSG00000104381",154,187,144,287,338,447
"ENSG00000207417",0,0,0,1,0,3
"ENSG00000254349",0,0,0,0,3,2
"ENSG00000253341",0,2,7,6,2,0
"ENSG00000253706",0,0,0,1,0,2
"ENSG00000137558",11,6,2,3,34,9
"ENSG00000121005",509,427,447,599,4066,774
"ENSG00000254238",4,2,5,6,19,7
"ENSG00000249395",0,1,1,13,4,0
"ENSG00000253712",1,1,3,0,1,0
"ENSG00000164749",11,16,10,0,53,14
"ENSG00000287352",2,0,0,8,11,8
"ENSG00000222231",0,0,0,2,0,0
"ENSG00000271167",21,20,7,13,27,9
"ENSG00000254300",510,437,545,236,570,254
"ENSG00000253661",216,200,186,204,180,170
"ENSG00000253681",3,2,1,1,3,0
"ENSG00000254305",3,4,1,2,6,2
"ENSG00000091656",3746,4153,3262,5362,3678,3435
"ENSG00000276673",42,35,18,38,27,39
"ENSG00000253416",0,5,4,6,0,1
"ENSG00000266712",5,2,4,10,9,2
"ENSG00000164751",1060,890,1090,895,1181,889
"ENSG00000253952",4,0,2,3,4,1
"ENSG00000254366",0,0,0,4,1,0
"ENSG00000254001",0,0,0,0,1,0
"ENSG00000254266",16,7,11,19,38,15
"ENSG00000252935",0,0,0,2,0,0
"ENSG00000171033",186,190,195,132,501,178
"ENSG00000260398",0,1,3,3,5,0
"ENSG00000286675",0,1,1,2,4,1
"ENSG00000104427",717,647,563,792,995,808
"ENSG00000104432",87,88,64,120,115,89
"ENSG00000254352",15,24,14,25,41,13
"ENSG00000253919",6,13,11,22,11,7
"ENSG00000285744",52,64,40,5,43,9
"ENSG00000261618",46,68,42,9,17,5
"ENSG00000104435",1,1,4,4,4,0
"ENSG00000164683",12,8,13,3,14,40
"ENSG00000272138",3,1,4,3,7,7
"ENSG00000249328",1,1,2,6,2,3
"ENSG00000285758",25,14,18,22,7,38
"ENSG00000147586",99,82,94,82,144,132
"ENSG00000276418",0,1,0,0,0,1
"ENSG00000272518",33,37,35,64,54,42
"ENSG00000272264",2,4,6,2,0,1
"ENSG00000076554",389,410,388,197,660,326
"ENSG00000254205",3,1,1,6,10,2
"ENSG00000265588",0,0,0,0,4,0
"ENSG00000241746",0,0,0,0,1,0
"ENSG00000253238",2,0,1,2,2,8
"ENSG00000251867",19,13,20,29,21,27
"ENSG00000205189",1214,1236,1173,1548,1704,1523
"ENSG00000254162",21,37,22,38,28,20
"ENSG00000260317",21,24,32,30,20,14
"ENSG00000188856",0,0,0,62,82,2
"ENSG00000164684",511,523,423,1878,1082,1268
"ENSG00000254331",0,2,0,4,1,4
"ENSG00000212429",0,0,2,1,0,3
"ENSG00000243951",0,4,0,7,3,4
"ENSG00000253516",8,13,9,16,13,12
"ENSG00000286763",0,0,0,2,3,0
"ENSG00000076641",2165,2020,1779,765,682,1052
"ENSG00000254060",25,24,16,12,6,23
"ENSG00000254177",13,21,9,8,2,15
"ENSG00000253214",6,3,3,4,3,2
"ENSG00000272425",5,4,3,6,12,3
"ENSG00000254027",3,0,1,8,4,2
"ENSG00000164687",102,127,110,369,485,459
"ENSG00000253859",0,1,0,0,3,0
"ENSG00000147588",1,1,0,3,3,0
"ENSG00000170323",17,31,30,246,348,226
"ENSG00000253374",0,0,0,0,4,0
"ENSG00000237264",4,16,54,4,11,7
"ENSG00000251521",1,8,4,1,7,4
"ENSG00000254151",0,1,0,0,0,2
"ENSG00000240427",0,0,0,4,0,3
"ENSG00000205184",0,0,0,2,4,3
"ENSG00000133731",663,614,703,550,1343,1056
"ENSG00000253598",9,12,10,14,12,18
"ENSG00000280193",23,27,22,48,40,54
"ENSG00000104231",662,550,601,584,1005,790
"ENSG00000164695",6,4,8,4,54,6
"ENSG00000253334",4,9,4,9,3,16
"ENSG00000104497",428,359,340,374,449,491
"ENSG00000231942",6,2,1,5,4,7
"ENSG00000254689",3,2,5,9,6,4
"ENSG00000206228",3,1,3,3,8,8
"ENSG00000184672",0,0,0,0,0,1
"ENSG00000253283",0,0,1,0,0,0
"ENSG00000133739",117,170,95,268,283,521
"ENSG00000260493",0,3,3,4,0,2
"ENSG00000133740",100,100,112,110,109,134
"ENSG00000254208",0,0,2,2,2,2
"ENSG00000176731",358,309,409,315,559,373
"ENSG00000185015",82,72,45,108,95,126
"ENSG00000258256",0,0,0,1,3,3
"ENSG00000257962",3,1,3,3,1,3
"ENSG00000133742",6,8,14,26,18,24
"ENSG00000164879",18,21,4,49,8,15
"ENSG00000253549",13,11,17,10,9,9
"ENSG00000104267",338,316,419,10,49,26
"ENSG00000253680",0,0,0,0,1,0
"ENSG00000253154",3,0,0,1,0,0
"ENSG00000285768",3,10,11,0,0,0
"ENSG00000287927",0,0,0,0,0,1
"ENSG00000147614",8,4,7,5,3,14
"ENSG00000254231",7,6,0,11,20,11
"ENSG00000123124",1346,1288,1180,1423,1753,1454
"ENSG00000176623",1222,1161,1181,1550,1708,1492
"ENSG00000250569",24,25,13,61,32,42
"ENSG00000254088",21,12,11,35,25,26
"ENSG00000085719",5400,5048,5548,4047,8847,5136
"ENSG00000170289",4,6,6,5,8,5
"ENSG00000156103",18,13,17,7,45,14
"ENSG00000253553",0,0,1,0,2,1
"ENSG00000286984",5,0,2,3,2,0
"ENSG00000253621",0,0,0,1,0,0
"ENSG00000248231",0,1,0,0,1,0
"ENSG00000251136",1262,1294,971,1811,1238,1102
"ENSG00000104312",880,811,923,527,747,751
"ENSG00000253349",1,0,1,2,3,0
"ENSG00000275103",7,2,2,0,1,1
"ENSG00000207359",2,1,0,7,3,0
"ENSG00000164823",1988,1737,1885,1103,1645,1290
"ENSG00000104320",2158,1921,1951,2116,2938,3523
"ENSG00000104325",1256,1220,1274,1451,1734,1319
"ENSG00000104327",15,34,23,62,25,31
"ENSG00000254180",7,6,8,11,18,7
"ENSG00000253394",6,3,3,16,9,5
"ENSG00000199354",0,0,0,1,1,0
"ENSG00000253799",1,0,0,2,2,0
"ENSG00000180694",930,760,855,1452,1881,1141
"ENSG00000246792",4,3,6,4,5,4
"ENSG00000254182",0,0,0,1,0,0
"ENSG00000123119",202,145,154,246,388,287
"ENSG00000254251",1,1,1,7,0,0
"ENSG00000253250",76,66,66,67,136,124
"ENSG00000155099",577,509,541,544,753,560
"ENSG00000253358",7,4,3,6,3,8
"ENSG00000254219",0,1,0,0,1,1
"ENSG00000253738",548,473,500,679,945,871
"ENSG00000155100",480,378,365,395,488,643
"ENSG00000214954",50,51,35,88,66,47
"ENSG00000253525",13,17,11,4,21,1
"ENSG00000147606",6,2,4,12,12,6
"ENSG00000079102",479,524,483,871,216,351
"ENSG00000253576",24,35,13,19,7,14
"ENSG00000253749",2,0,0,0,0,0
"ENSG00000253634",0,0,0,0,0,1
"ENSG00000253177",0,0,0,1,0,0
"ENSG00000288005",0,0,0,0,0,1
"ENSG00000248858",73,102,34,93,35,59
"ENSG00000254020",0,0,0,0,3,0
"ENSG00000253577",9,10,5,21,6,8
"ENSG00000253197",43,40,33,38,17,35
"ENSG00000205133",1772,1558,1643,1280,1663,1130
"ENSG00000251347",0,0,0,0,1,0
"ENSG00000279847",1,0,0,23,19,8
"ENSG00000246662",13,15,9,23,28,22
"ENSG00000253960",0,0,0,0,1,0
"ENSG00000268080",0,0,0,1,2,0
"ENSG00000254089",1,0,0,1,3,0
"ENSG00000222416",0,0,0,0,1,0
"ENSG00000253781",2,3,3,3,4,0
"ENSG00000188343",1294,1121,1050,1339,1676,1478
"ENSG00000271971",37,26,31,46,43,40
"ENSG00000253854",62,58,43,91,83,78
"ENSG00000183808",832,818,865,1072,1221,1288
"ENSG00000279331",30,37,27,49,48,52
"ENSG00000253848",0,4,1,0,0,1
"ENSG00000164953",697,576,653,551,637,676
"ENSG00000254057",3,2,0,0,0,0
"ENSG00000254387",0,1,1,2,0,0
"ENSG00000164951",1316,1108,1305,1455,1616,1726
"ENSG00000264448",0,5,1,3,3,1
"ENSG00000251234",7,6,1,0,0,1
"ENSG00000240509",1,5,3,4,2,3
"ENSG00000275386",0,0,0,0,0,2
"ENSG00000253585",10,9,9,10,13,3
"ENSG00000079112",5,5,8,14,10,12
"ENSG00000164949",2242,2283,2405,3411,6573,3485
"ENSG00000244217",2,2,1,6,0,0
"ENSG00000197275",47,49,41,68,57,87
"ENSG00000265817",254,242,212,295,280,247
"ENSG00000164944",3059,2706,2892,2852,3778,3329
"ENSG00000254315",3,4,1,11,10,12
"ENSG00000253704",14,7,10,14,21,9
"ENSG00000253175",0,3,1,3,2,4
"ENSG00000104413",0,0,0,3,0,0
"ENSG00000156162",1778,1505,1630,1955,2876,2027
"ENSG00000164941",1207,1007,1202,1004,1297,1383
"ENSG00000175305",59,70,52,77,68,215
"ENSG00000272509",6,6,6,8,5,12
"ENSG00000243979",2,2,3,6,2,5
"ENSG00000156170",236,240,253,375,284,321
"ENSG00000164938",1712,1473,1644,2186,1766,1587
"ENSG00000253878",22,21,36,21,24,17
"ENSG00000253528",2,1,5,5,2,1
"ENSG00000287322",3,3,1,10,1,14
"ENSG00000200525",3,0,1,1,5,4
"ENSG00000245080",2,0,2,6,0,1
"ENSG00000254248",0,0,1,0,1,0
"ENSG00000175895",515,427,496,411,729,564
"ENSG00000253773",49,62,56,25,27,13
"ENSG00000156172",121,140,129,152,206,150
"ENSG00000253872",2,1,3,4,3,2
"ENSG00000202112",1,0,0,0,0,0
"ENSG00000254079",14,3,7,1,0,2
"ENSG00000248762",2,5,7,4,4,6
"ENSG00000183663",9,19,12,6,2,9
"ENSG00000271349",4,8,7,1,0,10
"ENSG00000270131",28,12,16,9,3,17
"ENSG00000156466",1920,1823,1821,378,520,771
"ENSG00000156467",2588,2599,2972,2339,2965,2933
"ENSG00000254224",3,0,2,0,0,1
"ENSG00000156469",371,308,311,336,412,510
"ENSG00000156471",1603,1554,1768,1489,1867,2090
"ENSG00000199732",0,0,0,1,0,0
"ENSG00000253105",6,3,6,11,6,10
"ENSG00000169439",14166,13073,14781,7519,8905,12644
"ENSG00000104324",3131,3101,3464,3351,4010,2440
"ENSG00000272249",7,12,6,10,4,11
"ENSG00000270077",13,20,22,34,11,32
"ENSG00000260640",0,2,0,1,1,1
"ENSG00000180543",1192,1100,1400,1162,1734,1194
"ENSG00000207215",0,0,0,0,0,1
"ENSG00000287654",2,0,0,1,5,1
"ENSG00000147649",8331,7390,7829,6154,8761,8037
"ENSG00000202399",0,0,0,1,0,0
"ENSG00000104341",2084,1732,2098,1629,2042,2452
"ENSG00000270682",0,2,1,6,2,0
"ENSG00000270861",0,0,0,1,2,2
"ENSG00000253639",1,0,0,0,0,0
"ENSG00000243504",1,0,1,1,3,0
"ENSG00000132561",868,941,1163,1182,4513,935
"ENSG00000156482",4354,3440,4701,3438,6060,4480
"ENSG00000245970",39,14,18,34,37,50
"ENSG00000252755",1,0,1,0,0,1
"ENSG00000177459",243,232,204,45,192,61
"ENSG00000132541",893,711,982,393,1054,519
"ENSG00000104356",259,267,311,392,497,471
"ENSG00000104361",1316,1202,1356,1553,1654,1165
"ENSG00000104375",688,672,687,957,1038,1243
"ENSG00000278914",1,0,1,5,0,3
"ENSG00000253468",2,3,3,7,4,6
"ENSG00000156486",15,33,12,31,11,20
"ENSG00000272321",5,5,3,6,11,3
"ENSG00000207378",2,1,4,4,0,2
"ENSG00000253911",5,7,7,20,6,13
"ENSG00000254112",9,7,9,37,8,26
"ENSG00000240870",0,5,0,10,3,2
"ENSG00000253415",0,0,0,3,2,1
"ENSG00000254312",0,0,0,0,1,0
"ENSG00000223281",1,0,0,2,0,0
"ENSG00000271930",6,4,3,12,21,3
"ENSG00000164920",80,70,91,259,618,467
"ENSG00000253948",15,9,20,39,47,40
"ENSG00000229625",1,0,0,2,8,1
"ENSG00000253180",10,3,2,4,5,2
"ENSG00000132549",3954,3917,3713,6750,5850,4673
"ENSG00000253562",3,6,2,15,4,6
"ENSG00000253532",3,7,7,8,4,5
"ENSG00000236583",24,15,29,29,35,27
"ENSG00000237704",11,20,12,48,16,33
"ENSG00000225017",29,29,25,71,29,47
"ENSG00000206699",7,4,6,4,3,5
"ENSG00000207804",0,1,2,3,1,2
"ENSG00000216069",3,3,1,1,2,2
"ENSG00000243254",0,1,3,3,2,0
"ENSG00000235683",6,13,8,24,7,14
"ENSG00000253539",12,13,17,30,16,13
"ENSG00000253912",4,2,7,7,5,3
"ENSG00000164919",856,878,1075,749,1104,997
"ENSG00000132554",35,33,30,156,159,88
"ENSG00000212414",0,0,0,0,0,1
"ENSG00000156509",5,9,9,6,14,51
"ENSG00000147669",1021,912,1145,903,1176,1267
"ENSG00000104450",229,178,196,192,377,336
"ENSG00000202310",1,1,0,1,1,2
"ENSG00000253299",2,2,0,1,1,1
"ENSG00000199667",1,0,0,3,2,2
"ENSG00000034677",1875,1639,1809,3037,3969,2773
"ENSG00000253217",0,0,0,0,1,4
"ENSG00000253824",0,0,0,2,0,0
"ENSG00000253842",0,0,0,1,0,0
"ENSG00000253666",0,0,2,0,2,0
"ENSG00000186106",224,258,259,251,290,299
"ENSG00000251013",5,7,3,4,9,4
"ENSG00000174226",0,2,3,0,0,0
"ENSG00000253740",0,2,0,0,0,0
"ENSG00000070756",9425,9767,9515,13962,9592,13179
"ENSG00000212994",0,1,0,0,0,0
"ENSG00000260368",13,20,14,21,27,16
"ENSG00000164924",14712,13648,15314,10605,16704,17531
"ENSG00000242315",1,0,5,0,0,0
"ENSG00000248599",3,0,1,0,1,0
"ENSG00000253395",0,2,3,3,1,2
"ENSG00000253355",0,1,1,2,0,0
"ENSG00000253737",0,1,0,1,0,0
"ENSG00000261087",33,26,16,38,15,23
"ENSG00000120963",483,397,371,541,552,555
"ENSG00000271882",10,5,10,15,21,13
"ENSG00000287479",0,0,0,1,0,1
"ENSG00000253282",0,2,3,0,0,0
"ENSG00000228224",1,0,0,0,0,0
"ENSG00000254084",0,1,0,0,0,0
"ENSG00000083307",0,2,0,1,1,3
"ENSG00000104490",56,26,39,247,249,153
"ENSG00000238372",0,0,0,1,3,1
"ENSG00000282989",0,0,2,8,3,6
"ENSG00000048392",7416,6290,6945,5120,6013,4830
"ENSG00000246263",18,17,17,45,36,24
"ENSG00000253328",3,3,2,4,1,0
"ENSG00000104517",7616,7380,7594,11369,15108,9729
"ENSG00000272037",48,50,39,50,79,60
"ENSG00000253923",0,1,6,3,3,3
"ENSG00000221387",0,0,0,2,1,0
"ENSG00000271612",0,0,2,0,2,0
"ENSG00000240724",0,0,0,1,0,4
"ENSG00000253633",24,8,17,8,36,13
"ENSG00000252593",3,0,0,0,2,0
"ENSG00000155087",0,1,0,0,2,0
"ENSG00000155090",2153,2245,2580,2004,6105,3542
"ENSG00000283959",26,36,41,27,52,19
"ENSG00000250684",2,0,0,0,0,0
"ENSG00000253669",44,37,72,41,128,51
"ENSG00000155096",4312,3833,4178,3388,5388,5093
"ENSG00000253385",16,15,15,38,32,37
"ENSG00000253320",52,70,45,158,87,63
"ENSG00000253263",6,1,2,20,6,5
"ENSG00000244052",2,4,0,8,0,3
"ENSG00000254236",0,1,0,1,0,3
"ENSG00000155097",2590,2201,2506,2298,2616,2848
"ENSG00000253795",0,0,0,2,0,0
"ENSG00000250929",1,1,1,1,1,0
"ENSG00000236939",5,2,1,4,3,1
"ENSG00000164929",96,133,126,118,191,235
"ENSG00000247081",227,221,232,350,347,203
"ENSG00000164930",4274,3756,4092,1896,3305,2521
"ENSG00000286337",76,63,53,87,45,67
"ENSG00000164932",4750,4195,5186,2269,1884,1758
"ENSG00000266289",15,13,11,20,2,16
"ENSG00000207399",0,0,1,2,3,2
"ENSG00000164933",60,45,37,50,61,50
"ENSG00000164934",932,820,989,956,1335,1567
"ENSG00000261670",0,3,2,2,0,6
"ENSG00000271830",2,1,0,0,1,0
"ENSG00000253477",0,2,1,0,2,2
"ENSG00000176406",17,23,20,26,25,58
"ENSG00000255105",0,0,0,0,1,0
"ENSG00000147647",0,0,3,3,11,2
"ENSG00000164935",1,1,3,3,11,50
"ENSG00000179577",1,0,0,2,0,1
"ENSG00000279138",29,32,24,34,18,22
"ENSG00000208032",3,0,8,1,0,1
"ENSG00000147650",2683,2470,2531,1442,1175,1789
"ENSG00000253454",12,12,6,19,7,8
"ENSG00000169946",167,163,147,136,140,78
"ENSG00000243939",0,2,0,0,0,0
"ENSG00000240271",1,0,0,0,0,0
"ENSG00000254041",0,0,1,0,0,0
"ENSG00000243171",1,0,0,0,0,0
"ENSG00000251003",226,244,178,195,138,106
"ENSG00000253420",9,12,6,1,11,1
"ENSG00000254141",3,7,7,4,12,2
"ENSG00000243601",3,6,1,3,9,1
"ENSG00000253526",5,15,15,16,7,7
"ENSG00000201627",1,2,2,8,1,1
"ENSG00000254615",69,63,75,123,174,127
"ENSG00000164830",2708,2529,2402,3015,4123,2945
"ENSG00000253582",63,59,57,118,114,88
"ENSG00000253676",26,23,11,29,36,25
"ENSG00000251892",18,25,17,23,18,28
"ENSG00000174429",19,24,20,48,26,19
"ENSG00000275905",16,16,7,28,12,28
"ENSG00000287289",1,3,0,8,9,0
"ENSG00000254146",0,0,0,1,0,0
"ENSG00000287208",0,0,0,1,1,1
"ENSG00000154188",4419,3715,3511,3669,3250,2097
"ENSG00000286766",2,1,0,0,1,0
"ENSG00000287949",7,11,18,44,16,9
"ENSG00000147655",201,168,229,496,912,305
"ENSG00000253228",0,6,2,13,7,0
"ENSG00000230948",0,0,1,0,0,2
"ENSG00000104408",7242,6369,7134,8036,10443,7742
"ENSG00000253754",13,13,13,31,31,43
"ENSG00000104412",1650,1364,1369,1268,1830,1328
"ENSG00000253949",0,0,0,2,0,0
"ENSG00000164841",6,13,8,15,10,17
"ENSG00000253580",1,0,0,0,0,0
"ENSG00000253796",0,4,0,0,1,0
"ENSG00000174417",8,3,9,4,6,4
"ENSG00000120526",667,625,702,519,749,1073
"ENSG00000250267",10,19,7,20,13,29
"ENSG00000120533",762,680,750,657,906,953
"ENSG00000205038",9,1,2,4,36,2
"ENSG00000254185",0,2,0,0,0,1
"ENSG00000147654",314,303,331,328,515,446
"ENSG00000147642",151,149,172,214,632,279
"ENSG00000248050",4,2,1,2,4,8
"ENSG00000253956",3,0,0,1,0,0
"ENSG00000253122",0,0,0,1,0,0
"ENSG00000164796",7,10,1,1,4,0
"ENSG00000286946",1,0,0,0,0,0
"ENSG00000287819",0,5,0,0,0,0
"ENSG00000254339",0,0,0,3,0,0
"ENSG00000104447",5983,5800,5430,8945,13120,9866
"ENSG00000227170",209,200,169,296,351,274
"ENSG00000249917",7,2,0,0,1,3
"ENSG00000287826",3,0,3,5,4,2
"ENSG00000253672",1,0,0,0,0,0
"ENSG00000147677",3008,2742,3282,3420,3979,3530
"ENSG00000147679",531,553,518,766,857,829
"ENSG00000164754",2306,2222,2298,2457,3202,4430
"ENSG00000253327",10,10,4,8,9,6
